sentence_id,section,runes,english
0.8.0.3,0.8,ᛡᛖᛋᚷᚫᚦ ᛄᚷᛉᚩᚦᛄᚳᚣ ᚢᛄᚦᛄᚪᚾᛏᛒ ᚳᛈᛡᛄᛋᚫ ᛋᛗ ᚻᛞᛠᛉᚢᛗ ᛏᛠᛖᚣᚠ ᛄᛏᛋᛗᛞᛟᛁᛝᚪᛉᛖᛈ ᛚᛇᛞᚦ ᚪᛋᛉ ᚳᛒᚢᛟᚳᛒᛚᚾᛟᛝᛉᚩ ᛖᚳ ᛝᛟᚳᛁᛒᛈᚫ ᚣᛖᛄᛝ ᛞᚢᚱ ᛉᛟᚩ ᚠᚹᚩ ᚣᛁᚠᚢᛇ ᛚᛏᛈᛒᛗ ᛇᛝ ᚢᚳᚱᛡ ᛖᚩᛁᚣᛄᛏᛡ ᛖᚠᛇᚠᛚ ᛁ,
0.8.0.4,0.8,ᚣᚷᚠᛝᛡᛈᚷᛒ ᛡᚩᚷᛡ ᛟᚾᚹᛡᛈᛟ ᚦᛈ ᛟᚷᛚᚦ ᛈᛞ ᚦᛇᛒ ᛡᚪᛒᚪ ᚾᛗ ᚳᚾᛖᛡᚹᛝᛏᚱ ᛝᚫᛚᛟᛁᛇᚣ ᛝᛡᚾᛏ ᚱᛁ ᛋᚪᛖ ᛇᚢ ᛝᛞᛄ ᚠᚱᛠᛗᛠᚪ ᚫᛈ ᛏᚠ ᛖᛏᚷᚾᚠᛁᚠ ᚱᚻᚱᛇᛒ,
0.8.0.5,0.8,ᚻᛈᛏ ᛇᚱᛝᛡᛒᚹᛚᛏ ᛗᛉᚦ ᚾᛄᚳᚫ ᚷᛈ ᛋᛖᚩ ᚢᛝᚩ ᛏᛈᛁᚣᚾᚪ ᛏᚹ ᚠᛗᚾᛟᚾᚳᛒ,
0.8.0.6,0.8,ᛄᛉᛡ ᛟᚪᛁᚫᛝ ᛒ ᛉᛏᛄᛁᛋ,
0.8.0.7,0.8,ᛠ ᚳᛖᚱᚦᚣᚩᚣ ᛈᚫᚷ ᛡᛄᛁᚩ ᚱᚦᛠ ᛇᚦᚩᛉ ᚾᚱᚾᚫᛁᛉ ᛁ ᛝᚣᚫᛡᚫᛗ ᚹᛖ ᛇᚷᚻᛖᛗ ᚷᚢᛞᚹ ᛄᚻ,
0.8.0.8,0.8,ᛉᚱᚢᛄᚢᚾᛈ ᛋᚣᛄᚫ ᛈᚳᚣᚳᛒᛡ ᚫᛟᚪᚠ ᛏ ᚷᚩᛇᛟ ᛁᚱᛗ ᛖᛉᛟ ᛗᛇᚫᛟᚦ ᚱ ᛞᛁᚢᚦᚻᛗᛡᚾ ᛁᚦᚻᛚ,
0.8.0.9,0.8,ᛏᚳ ᚪᚦ ᚠᚪᚫᚣᚻᛠ ᚦᚠᛋᚠᛝᚷᚱᛈ ᛏᛄᛉᛟ ᚷᛚᚻ ᚩᚪᚦᛏᚳᛁ ᚠᚣᚢᛁᚹ ᛟᚪᚣᛁᛠᛄᚪ ᛟᛝᚦ ᛟᚠᚦᚾ ᛇᚷ ᛠᛚᛒᚠ ᛠᚪᛄᛇᛠᛚ ᚱᚷᛋ ᚹᚩᛒᛁ ᛠᚳ ᛁᛞᛄ ᛖᛗᚱ ᚷᚪᚻᛠᛚᚷᚩ ᛉᚻ ᛡᛝ ᛞᚱᚹᚩᛈᛡ ᚣᚳᚦ ᛁᛇᚢᛁ ᛟᚦᚠᚳᚻ ᚩᛁ ᛝᚾᛁᛞ ᛏ ᚫᚱᛝᚫᛈ ᛠᛞᛇᛉᚳᛠᚩᛟᛖ,
0.8.0.10,0.8,ᛗᛈᛒᚦᛝᛋᚢᛡ ᚻᛡᛏ ᛉᛇᚷᚠᛡᛡᛟᚢ ᛡᚦᚣᛞᚪᚫᛝᛒ ᚳᚩᚷ ᛏᛞᚦᛁ ᚠᛒᛖ ᚦᛟᚳ ᚠᚻ ᛞᚠᚣᛋᚾᛟ ᛠᛇᛄ ᛖᛉ ᚩᛈᛠᛚᚪ ᛟᚩᚾ ᛄᛉᛋ ᚣᚫᚷᛖᚩᛟᚢᚱᚹᚢ ᛟᛡᛄᛇᚢᛞᛉ ᛒᛇᚳ ᛝᛚᛗᛠᛗ ᚪᚱᛡᛗᛒᚩᚹ ᛋᛖᚾᚻᚣ ᛈ ᛞᛚᛞ ᛈᛏ ᚪᛞᛚᛉ ᛟᚱᚾᚹ,
0.8.0.11,0.8,ᛠᚠᛁ ᛟᚾᛒ ᛇᛟᛖᛝᚳᚠᛏᛞᛏ ᛇᚫ ᛝᚢ ᛠᛡᚫᛖᛟᛞᛝᛠ ᚠᛗᛒᛚ ᛏᚢ ᛈᚱᚹᛟᛇᛉ ᚳᛟᛈᛏ ᚢᚠᚳᛞ ᛄᛋᛞᛈᛚ ᚠᛝᚱᛄᚣ ᛞᛗᛖᚣ ᚢᛖᛝᛠᚳᛞᛈᚩᛠ ᛏᛒᚳ ᚷᚾᚩᛟᚾᚠ ᚩᛁᚠᚢᛋᚾ ᛞᚹᛠᛇᛈ ᚱᚩᚩᛄ ᚪᛟ ᛇᛠᛄᛁ ᛟᛄᛞᚢᚳᛝᚩ ᚱᛝᛋ ᛄᛁᛈᛉᛖ ᛞᛁᚾᛗᛗᚳ,
0.8.0.12,0.8,ᛉᚩᛁᛄᛞᚳ ᚢᚪᛇ ᚦᛡᛇᚻᛠᚣ ᛠᚻ ᚠᚩ ᛡᛠᛋᛟᚪ ᚹ ᚫᚻᚩᛄᚢᚱᚩᚣ ᛏᚫᚪᛡᚷ ᛄᛚᛄ ᛝᛏᛖᛒᛚᛉᚻ ᚱᚩᚫᛇᛈᛄᛠ ᚳᛈᛚᚣᛈ ᚪᛠᚻᚻᛋᚫ ᚩᛝᚹ ᛋᛞᚠᚳᛠ ᚩᛇᚫᚪᚩᚹᛗᚪ ᚣᚫᚷᚫᛄᚱᚹᛞ ᚱ ᚦᚷᚳᚹ ᚾᚷᛡ ᛚᛒᚳ ᛄᚷᚹᚹ,
0.8.0.13,0.8,ᚱᛁᚠᛏ ᚠᛚ ᛋᛄᛚᚪᛄᚱᛏ ᛞᚷᚫᛠᚠᛉᛞ ᚫᚷᚻᛏ ᛗᚣᛈ ᛏᛒᛟᛝ ᛄᛋᚾ ᛝᛁᚹ ᚦ ᛠᛝᛞᚾᛟᚷᚫ ᛁᛗ ᛝᛉᚱᛞᛋᛗ ᚠᚫᚹ ᛟᛋ ᚦᛞᛞᛈᛝ ᛞᛡᚷᛒ ᚪᛟ,
0.8.0.14,0.8,ᚦᛡᛒ ᚪᚹ ᚾᛉᚫ ᛚᛈᛁ ᛒ ᚠᚾᚠ ᛡᚩᛏᛞᚾᛋᛖᚳᚻ ᛖᚻ ᚢᛟ ᚪᛖᛗᛝ ᛠᚫ ᛈᚩᚪᛞ ᚠᚫᚻ ᚠᛏᚦᛄᛚᛄᛒ ᛗᛇᛈ ᛄᚢᛒ ᚷᛁᛇ ᛈᛉᚣ ᛈᛟᚦᛞᚱᛠᚪᛡ ᛝᛡᛒᛚᚻᚦᚫᛉ ᛟᚫ ᚪᛇ ᛉᚳ ᛠᚠᚫ ᚢᚣᚦᛋ ᚠᛝᚠᚱᚹ ᛟᛒᛗᚷᛞᚾᛡ ᛞᚪ ᚻᚣᛇ ᚱᛚ ᛖᚣᛇᚻᛠᚩ ᚢᚳᚱᚻ ᛡᛟᛗᛠᛝᛄᚦ ᛄᚢᛁᛇ ᛄᛁ ᛖᚷᛁ ᚪᛇᛏ ᛝᛡᚳᛚ ᛇᚠᛗᚪ ᚷᛚᛒᛋ ᛉᛞᚫᛟᛋᛚ ᚹᛏᛠᛗ ᛚᚦᛗ ᛝᚦ ᚣᛈᚠ ᚪᛞᛚᚪᛖᛚᚩ ᚱᚷ ᛚᚳᛇᛏᚷᚣᛟᛗ; ᚪᛁ ᚷᛄᛒᛡᛗ ᛞᛈᚪᚳᛠᚷᛋ ᛏᛈ ᚩᛋᛏᛗᚱᚣᛋᛉ ᛁᛄᛚᛝᛚᛁ ᛉᚢᛠᛗᛇᚢᛋᚻ ᚳᛉᛄᚩ ᚠᛄᚠ ᛁᚣᛁᛟ ᛏᚷᚱᚦ ᛡᛒᛋᚳ ᛇᚢᚷ ᛚᚱ ᛁᛗᚱ ᛗᛝᚻᛈᚫ ᛝᛋᚫ ᛖᛈᛁ ᛒᛇᚹᚫᚢᛄᚳᛒ ᚦᛋᚹᚦᚫ ᛡᛟᚷᛚ ᛞᛚᚢᛟᛡ ᚱᛞᚱᛒᛄᚳᚢᛠ ᚩᛉᛉ ᛝᛡᛄ ᛁᚫᛟ ᛖᛗᚹ ᛖᛉᚦᛗᚪᛋᛉ ᛞᚦ ᛡᚢ ᛉᛗᚫᛋᚳᛖ ᚳᚫᛠ ᛞᚳᚷ ᚩᛁᛇ ᚾᛟᚷᚣᚳᚦᚳᚦ ᛗᚣ ᛈᚪᛒᛈ ᚻᚢᚻᚾᛏᚫᛒᛇᚩᛁᛈ ᚫᚩ'ᚣ ᛡᚣᛗᚷ ᚠᚱᛡᛚᛏ ᛖᛟᚩᛈᛚᚩᚷᛁᛟᛠ ᛞᛖᚳᛗᛁᚣ ᛈᛚ ᛁᚹᛋᛄᚹ ᛟᛡᚪ ᚦᛖᚩᛄᚷᛋᛝᚣᛗᛟᚻ ᛗᚠᚦᛉᚦᚫᛋᛈᚣᚩᚠ ᛈᛟᛋᛖᚫᛇᛗᛚᛈᚾ ᛡᚠᚳᚾᚩᛄᛋᛡ ᚫᛄᚦᚪᛠ ᛈᚻᛋᛟ ᛗᚹ ᚱᚣᛁᚢ ᛉᚹᛋᚱ ᛞᛈᚦᛈᚩ ᛞᛄᚩ ᚢᛈᛖᚪᚫᛉᚫ ᛏᚱᛟᛏᛒ ᛠ ᚫᚳᚾ ᛖᛝᚦᛄᛄᚠᛚᚾᚩᛒ ᛉᚷ ᚪᚩᛚ ᚪᚢ ᛞᚻᚳᚹᛚᛡᛞᛇ ᛟᚩᛡᛚᚳ ᛡᚳᛉ ᛝᛠᛝᚷᛝᛞᛄᛏ ᛠᛈ ᚹᛈᛗ ᛈᚱ ᚫᛏᛖᚢᛝᚫᛡ ᚾᛁᛠᚻᚦᚣᛠ ᚫ ᚩᛉᛋᚩ ᛄᚠᛏᚷ ᚹᛁᚪᛁᚩᛁ ᛝᛠ ᚾ ᚷᛗᚹᚦᛖ,
0.8.0.15,0.8,ᚷᛟᚪᚹᛞᚻᚢ ᛡᚹ ᚣᚷᛉᛒᚪᚾᛝᛡᛄᛡ ᚠᚷᛈᚦᚠᚦ ᛁᛈᚪᛝᛋᛞᛟᚩᛝᛗ ᛁᚷ ᛄᚷ ᚳᚩᚦᛖᚦᛄ ᚣᚠ ᚦᚳᛄᛡᛖᚢ ᛉᛄᚳᚻᛄᚱᛄ ᚪᚻᚾᚦ ᛚᚷ ᚱᚦ,
0.8.0.16,0.8,"ᛒᚪᚩᛖᚢᛡᛄᚹᛏᚱᚹᛟ ᚦᚳᛗᚦᚠᚫᚻ ᛡᚠᛠᚣᚪᚦᛚᛏᛒᚢᛝ ᛖᛋᛗᚱ ᚪᚹᛒ ᚹᛒᛗᚱᚾᛗᚻᛗᛁᚾᚪᛞ ""ᛡᛖᚩ ᚾᚹᛡ ᚢᛄᚦᛠ ᛚᚳᚷᛚᛇ ᛟᛠᛠᚪ""",
0.8.0.17,0.8,ᛇᛉᚣᚪ ᚷᛏᚩ ᛖᚹᛒᛈᚷᛝᛒ,
0.8.0.18,0.8,ᛡᚦᚠᛋᚾ ᛒᚦᚠ ᛇᛝᛠ ᚠᚾᛉ,
0.9.0.0,0.9,ᚢᚪ ᚹᛝᚷᛉᛞᚷ ᛁᛒᛁ ᛇᛏᛒᛁᚣ,
0.9.0.1,0.9,ᛠᚷᛋᚫᛈᚹᛗᛠ ᛇᛄᛇ ᚹᚻᛁ ᚷᛠᛒᚢᚣᚻᚣ ᛝᚹᚢᚱᛋ ᚩᛡᚠᛡᛠ ᛞᛟᚦᛗᚳᚾᛉ ᛞᚦᛖᚱᛇᚳ ᚪᛄᛋᛟ ᚢᚹᚱᛏ ᛋᛖᛋᛏ ᚣᚱᛠᚫᚾᛞ ᛈᛒᛡᛋᚢᛞᛖᚣᚦ ᛚᚹᛟᛋ ᚷᛚᛄ ᚫᛖᚩᚳᚦᚹᛗ ᚢᚩᚷ ᚠᚪᚩᛡᛝᛒᛠᚦᚳᚪ ᚱᛡᛏ ᛟᚹᚠᚣᛝᚢᚣᛁ ᛚᛏᚫᚫ ᚪ ᚱᛈᚠᛗᚹᚩᛞ ᛠᛒᛈ ᛝᛟ ᚾᚷᛗ ᛡᛖᚩ ᚾᛚᛉᛝ ᛁᛡᚫᛗ ᚻᛖᚹᛗ ᛝᛈᛇᛗᛡᛄ ᚫᚩᛡ ᚠᚣᛉᛟᚫᚦ ᚫᛒᚩ ᚪᚦᛄᚱᛄᚾᚦ ᛡᚠᚪᛏᚾᚻ ᚷᚢ ᛞ ᚳᚦᚢᚱᚢᛟ ᛞᚻᚱ ᚷᚹᛏᛈᛖᚠ ᚪᚻᛠᚦᛞᚱᚠ ᛖᛄᚫ ᚾᚳᚻᚹ ᛇᛡᛈᛠᚹ ᛗᛚ ᚹᛟᚹᛠ ᚪᚾᚪ ᚳᚪ ᚷᛚᚦᛒᚩᚹᚢ ᚷᛚᚠᛋᚻ ᚾᛉᛝᛗ ᛖᚦᚢᛝᛡ ᛈᚣᚢ ᛉᚷᚷ ᚹᛞᛁᛋ ᚦᛡᛡᛈᚳᚪᚩ ᚢᛗᚢᛉᚩᚣᚻᛏ ᚩᚫᛗᚢ ᚩᚾᛏᛠᛒᛟᛒᚠᛁᛈ ᛚᛋᛝᚫᚳ ᚫᛟᛏ ᚢᚩᛉᚾᛡᛋᚠᛖ ᛉᚱ ᛗᚩᚩᚫ ᚠᚢᚦᛖᛞᚾᚣ ᛡᛋ ᛋᚱᛚᛟ ᚢᚻ,
0.9.0.2,0.9,ᚢᚾᛈ ᛁᚻ ᛖᛉ ᚦᛞᛗ ᛈᛟᚠ ᛈᚠᛝᚫᛝᛋ ᛟᛄᚹ ᛠᛒᚣ ᛟᚹᛞ,
0.9.0.3,0.9,ᚠᚣᛄᛁᛏᛉᛚ ᚩᚦᛝ ᚠᚪᛋᛡᛁᚻᛒᚱ ᚪᚢᚣ ᚫᚢ ᛟᛠᚪᚣ ᛖᛟᚫ ᛖᛈᚠᛒ ᛈᛄᛁ,
0.9.0.4,0.9,ᛋᛝᛒ ᚱᚦᚳᛇ ᛚᛁᚢᛈᛏᚳᛒᛉ ᛖᚪᚣᚠᛗᚳᚣᚱ ᚻᚹᛏᚾᛡᛉᚫᚦᛟ ᚳᚹ ᛠᚠ ᛏᛠ ᛝᚩᚻ ᛡᛠᛒᛋᚻᛟ ᚫᛁ ᛠᛏᛁᛋ ᛏᚫᚻᚱ ᚻᛄᛋᛡᚹᚾᚾᛡᚹᛚ ᚢᛖ ᛏ ᚱᛝᚳᚣ ᚪᛉᛇᛝᛋᛖᛇᛁᚻᚾ ᚷ ᚹᛉᚳᛉᚣ ᛋᛈᚳᛟᚱ ᛒᚣᛄᛝᛖᛁ ᚾᚷᚪ ᚣᚷ ᛚᛒ ᚢᛄᚩ ᛝᛉᛉᚪᛖ ᛒᚦᛉᛡᚱ,
0.9.0.5,0.9,ᛏᚷᚹᛄᛋᛁᚠ ᛠᛁᛡᚦᛝᚾᛖᚾᚠᚩᛗᛖᚣᚪ ᚳᛖᚳᚹᚪᚫᚹ ᛇᚢᚦᚻᛉᚢᚾ ᛠᛚᚢᚾᚦᛈᛋᚢᛈᚱ ᛞᚫᛟᚱᛡᚫᚪᚢ ᚢᛗᛚᚦᛠ ᛚᛝᛈᚣ ᚩᛋᛟᚪᚱᛗᚦᛟᛈ ᛚᛋ ᛏᛁᚠᛋᛖᚹᛝ ᛗᛞᚩ ᛠᚫᛡᛒᛏᚩᛋ ᛖᛏᚪᚠ ᚫᛒ ᛚᚾ ᛋᚪᛉᛟ ᚾᛚᚹᛖ ᚩᛚᛁᛄᛏ ᛒᚪᚠᛉᛏ ᚩᛟᛄ ᚾᚷᛋ ᚷᛚᚷᛠ ᛒᚷᛖᚩᚪᚩᛖᛞ ᚷᛇᛗ ᚳᚱᚷ ᛈᛞᚩᚠᚹᛇ ᛠᛞᚣᛝ ᚾᛁᚠᛈᛚ,
0.9.0.6,0.9,ᛖᛟ ᚢᚳᛗ ᛚᚫᛏᛉᛄᚱᛉ ᛁᛠᚷᛚ ᚷᚳᛋᚩᛝ ᚫᚦ ᛗᚻᛟᚠ ᚱᛋᚳᚦ ᚣᚩ ᛒᛁᚫᚻᛖᚢᛏᛚᛚ ᛇᚷᛟᚣ ᛒᚾᚦᚻ ᛠᛖᛄᛒᚾᛁᛚᛠᚱ ᛄᚠᚳᛋᛝᚳᛈ ᚷᚻᛋᛗ ᛇᛞᛇ ᚣ ᛡᛖᛏᛠᚢᛡ ᚩᚾᛠᚩ ᛄᚣᛇᛉᛠᚪᛡ ᚾᛞᛝᚻ ᛈᛠᚻᛡᚢ ᛝᚻᚦᛈ ᛉᚢ ᛠᚣᛈᛟᚦᛋᚣᛈ ᚠᛏ ᛒᛁᛟᚪᚷᛚ ᛠᚻ ᛝᛁᛡᛚᛝᚾᛞᚪᛈᚷ ᚾᛏᚦᛋᛒ ᛋᛋᛠ ᚷᚳ ᛠᛗᚢ ᛖᛉᛒᚷᚫᚠᚩᛁᛉ,
0.9.0.7,0.9,ᚠᚪ ᛠᚱᛇ ᚩᛁᛞᛋᛚᚦᛖᛒᛇ ᛟᚷᚣᚷᚾᚷ ᚦᚠᚳᛗ ᚩᛖᛖ ᚩᚠᛒᚻᛝ ᚳᛁᛄᚪᚾᚩᚪ ᛈᚻᚱᛗ ᚱᛗᛟ ᚦᚷᛄ ᛒᚱᚦᚪᛠ ᛉᛖᛡᛞᚦ ᚱᛝᛄᛒ ᚾᛏᚣ ᛏᛋᛒᚾᚫ ᚢᛖᛁᚩᛡ ᛄᛇᚢᚦᛚᚳᛖ ᛚᛁ ᛒᚢᚠᚪᚱᛠ ᛗᛒ ᛞᛉᛗ ᚢᛠᛏᚣ ᚪᛄᛈᚢᛈᛠᚣᚷ ᛗᛡᛗᚢᚪᛗᛝ ᚣᛡ,
0.9.0.8,0.9,ᚪᛖᛏ ᛖᛋᚪᛟ ᚳᚻᛁᛋᚠᛁᚾ ᛈᛟᛝ ᛇᚦᚣᛏᚫᛉ ᛖᛟᛏ ᛞᛡᛚᛖᛈᛏᚪ ᛏᚠᚱᚾ ᚪᛠᚱ ᛠᚳ ᚾᚻᚹᛒᛇᛋ ᛁᚻᚣᛋᚹᚩᛉᚹ ᚩᛝᚢ ᚻᛝᛟ ᛏᛚᚠ ᛄᚷᛏᛝᛄᛝ,
0.10.0.0,0.10,ᛗᛈᚣ ᛚᛋᚩᚪᚫᚻᛚᛖᛇᛁᛗᛚ ᛚᛋᚳᛈ,
0.10.0.1,0.10,ᚾᚻᚷᚢᛡᚻᚢ ᛒᚠ ᛞᛄᚢ ᛒᛖᛁ ᚫᚠ ᛈ ᚫᛈᚦ ᚱᛗᛚᚳ ᛒᚷᚣᛗᛠᛒᚫ ᚾᚦ ᛗᚠᛡᛠᚳᛒᚷᚫᚠ ᛖᛄᚱᚩ ᛈᛒ ᚠᛒᚩ ᛇᚱᛠᚱ ᛠᚷᛖᛚ ᛇᚱᚾᛋᚩᚩᚳᚪᛖᚣᛖᛖ ᛏᚱ ᚢᚣ ᛟᛄᛉ ᛠᚷᛝ ᚣᛏᛝᚾ ᚪᛏᛋ ᛝᚪᛄ ᚠᛚᛋᚢ ᚹᛠᛈᛁᛏ ᛁᚾ ᚱᚱᛝᛗ ᚣᛗᚠᛁᚫᛁᚪ ᚢᛟᛒᚹ ᛗᛁᚻᚣᚹᛞᛚ,
0.10.0.2,0.10,ᛟᛏᛞ ᛟᚳᛒ ᛡᛒ ᚪᛏ ᚹᛏᛈ ᚹᛠᚩᚱᚩᛖ ᚣᛚᛋ,
0.10.0.3,0.10,ᚢᛡᚱᚠᛄᛇᚱᛡᚦᛖᚢᛏ ᛝᚫ ᚾᚪᛠᚩᚪᚾᚪᚦᚷᚩ ᚫᛉᛒᛏᛖᛠᛗᚷᚱᛗ ᚣᛝᚠᛒ ᛞᛟᛞᚪ ᛠᚱᚳᛁᛈᛞᚠᛗᛝᚻ ᛋᚩ ᛞᛈᛉᚾ ᛟᚱᛡᚾᚳᚳᛏ ᚾᛈᚠᛈᚳ ᛄᚦᛒᛁᚹ ᛞᚹᛝᛠᛡᚹᛚ ᚹᛄᚾᚪᛟ ᛏᛞᛉᚣᛖᚱᛞ ᚱᛏᛇᛁᚳᛈ ᛝ ᚦᛟᚷᛄᚦ ᚣᛋ ᛠᚻ ᚠᛒᛚ ᛁᚫᛚᛞᛉᚪ ᛁᚹᚷ ᛒᚩᚹᚾᛠ ᛋᛖᛗᛒᛋ ᚳᚹᚦᛟᚠᚻᚫ ᛞᚢᛁᛒᛞ ᛇᛝᛈᚠᛁ ᛟᚢᚣᛏ ᚻᚱᛖᚾᚳᛈᛡᛈᛞᛄ ᛁᛏᛗᛋᚫᛉᚩᚣ ᚪᛄᛗᛡᛖ ᛇᛄᚠᛗᚱ,
0.10.0.4,0.10,ᛞᛟᚪᛒᛞᚻ ᚾᛈᚪ ᛇᚱᚻᚾᛝᛠᚠᚾᚠ ᚩᛗᛋᚾ ᛠᚪᛁᚢᛚ ᚪᚫ ᛄᛉᛡᚠ ᛁᛖᛈᛠᚻ ᚠᛇᚩᚹ ᛠᛄᛇᛁᛠᚫ ᛄᛒ ᛋ ᚠᛖᚷ ᛋᛁ ᛟᛗᛒᛁᛝᛏᚪᚢᛁᚦ ᚩᛝᛗᚠ ᚹᛟᛒᛟᛡ ᚠᚣᛝᚩᛠ ᚳᛚᛈᚱ ᛞᛄᚩᛝᛄ ᚪᛖᛗᛈᚾ ᚠᛠᚷᛞᛒ ᚩᛉᚷᚾᚣᚷ ᛠᛈᛄᛞᚾᛟᚩᚢᚾᚹᛗ,
0.10.0.5,0.10,ᛄ ᚢᚷᛠ ᛗ ᛇᚪ,
0.10.0.6,0.10,ᚻᚦᛡ ᛝᛈᛞᛒ ᚳᛉᚳ ᛠᛉ ᛟᚣ ᛒᚦᛁᛄᛚᛡᛝᛡ ᚹᛄᚫ ᛋᛗᚪᛡᛠᛇᛝᛏ ᚦᛞᚷ ᚢᛏᛚᛏᚣ ᚢᛝ ᚷᛟᚪᛏ ᛄᚦᚣ ᚫᚻᚪ ᛒᛝ ᚦᚢᚱᚪᚾᛞ ᛁᛝᚫ ᛚᚫᚷ ᚹᛁᛒᚣ ᚾᚫᚠ ᛚᛋᛒ ᛈᛟᚪᛟᛞᚷᛟᚣᛉᚷᛚ ᛋᛠᛁ,
0.10.0.7,0.10,ᚳᛟᛁᚦᛈᚹᛉ ᛖᚢ ᛟᛄᛝᛋᚢᛝ ᚳᛡᛠ,
0.10.0.8,0.10,ᛚᛇ ᛚᚷᚢᛁᛏᛒᛋ ᛞᛁ ᚠᚠᚷᚠ ᚦᛄᚳ ᚫᛟ ᛁᛗᛡᛁᛇᚦ ᚩ ᚢᛈᛒ ᚻᛋ ᛄᚣᛄᛖ,
0.10.0.9,0.10,ᛒᛇᛇᚱ ᚹᛄᛏᛡ ᚳᚪᚫ,
0.10.0.10,0.10,ᚩᛈᚱ ᛡᚾᛗᛁᛝ ᚻᚹᚦ ᛡᚦᚻᚦ ᛉᚫᚫᛋᚳᛡᚾᛇ ᛟᛉᚢ ᚱᛄᛖ ᛚᚾᛞ ᛗ ᛏᚱᛟᚦ ᛁᛝᛡᛒ ᚳᚩᚹᛟ ᛏᛗᛋᚱᚷ ᚱᛚᛞᛚ ᚩᚣ ᛞᚳᚪᛖᛞᚠᚳ ᛇᛖᛉᛚᚫ ᛖᚩᛁᛋ ᛡᛁᛟᛋᚪᛒᛗ ᛗᚣᚹᛄ ᛖᚫᛝᛚ ᛄᚱᛇ ᛈᛚᚩᚻ ᚪᛞ ᛡᛄ ᛞᚠᚹᛞᛄᚳ ᚾᚦᛉ ᛄᚻ ᚷᛚ ᚠᛖᚦ ᛇᚻ ᛝᛖᛒᛚᛞᛁᛗᚠ ᚹᛒᛗᛟᛁᛖᛁᛠ ᛈᚻᛝᛖᛞᛟᚩᚻᛄ ᚹᚩᚾᛄᛈᛗ ᛖᚳ ᛖᛇ ᚷᚻᛗᛞᚪᛈᛖ ᛗ ᛉᚫᛒᛇᚱ ᛖᚣᛟᚣ ᚱᛠᛈᚢᛠ ᚣᛖᚪᚻ ᚩᛉᛠᚢᚻᛡᛟ ᚷᚫᚩᛒᛉ ᚫᚱᛞᛋᚩᚱ ᚷᛠ ᛉᚻᛁ ᚷᚳᛞᛠᛡᚳ ᛄᛠᛉᛇᚻᛋᚹ ᛝᛡᚷᛖᛡᚣ ᛠᚩᚷ ᚱᚦᚠᛟᚩᚦ ᚦᛁᛏᚱ ᛇᛉᛇ ᚢᚷᛠ ᛟᛏ ᚩᚠᛚ ᛟᛝᛈ ᚱᛡᚪᚩᛏ ᚩᛠᚷᚫᛗ ᛈᛋᚱ ᛖᚦᚠ ᛞᚹᚾᛚ ᛝᚩᛇᛄ ᚳᛚᚢᚹᛏ ᚩᛖᛏᚠᚪᛚ ᛟᛇᛟ ᛠᚱᛇ ᚢᚪᚦᛈᛟᛡᛉ,
0.10.0.11,0.10,ᛡᛒᚱᛒᚠᚢᛚᚢᛟ ᛒᛇᛒ ᛉᚦᚹ ᛝᚣᛖ ᚳᚫᚣᛟ ᚹᛁᛝᚫᛏ ᚫᛇᛈᛡᛟᚠ ᛚ ᛝᚠᛡ,
0.10.0.12,0.10,ᛞᚪᛚᛈ ᛋᛁ ᚢᚣᚪᛚᛠᛝᚹ ᚪᛏᛈᚳᚣ ᛝᚫᚻᛗᛞᚷᛚ,
0.10.0.13,0.10,ᛠᛉᛒ ᛇᛡᛋᛖ ᚣᛁᛚ ᚣᛠᚣ ᚻ,
0.10.0.14,0.10,ᚣᛉᚾᛏᚫᛉᛋᚦᚪᚹᛗ ᚪᚱ ᚪᚩᚻ,
0.10.0.15,0.10,ᛗᛖᚫᛞᛠᛁᛗ ᛒᛟᚾᚳᚩᚱᛉ ᛋᚹᚫ ᚻᛖ ᛋᚠᚾ ᚢᚦᛟᚷᛖᚪᛟᛇᛇ ᚦᚳᛒᛝᛏᛉᛡᛞ ᛋᛡ ᚩᚠ,
0.10.0.16,0.10,ᛈᛖᛞᛋᛁ ᛚᛁᚻᚾᛝᚱ ᚻᛈ ᛇᚢᚫᛞ ᛚᚻᛉᚳᛈ ᛁᛗᛉᚳ,
0.10.0.17,0.10,ᛄᚫᚾᛞᛋ ᛏᛚᛡᚩᛋᛗ ᛚᛞᚾ ᛈᚫᛏᚷᛈ ᚫᚦᛄᛗ ᛒᚻᚩᚻᛁᚷᚻᚳ ᛚᚹᛋᚱᛇᛗᛏ ᛄᚳᛁ ᛠᚦᛞ ᛏᛚ ᚱᛖᛠᛒᚪ ᛒᚠᛒ ᛁᛒᛡᛇᛏᚣ ᛏᛖᚣᚳᚱᛋᚠ ᛁᚦᚪᛉ ᚪᚣᚫᛠ ᛄ ᛈᛗ ᚠᛋ ᚪᛒᚱ,
0.10.0.18,0.10,ᛉᚣᚻ ᚦᚩ ᛇᛞᚢ,
